0.26989E+09 0.26319E+06 0.00000E+01 3660026 0 0 180611 0.66900E-03 0.00000E+01 0.26989E+09
1 243690000.0 25946000.0 13.467 242840000000.0 243690000.0
2 263980000.0 4716500.0 3.196 18852000000.0 263980000.0
3 272760000.0 1588100.0 1.473 3993200000.0 272760000.0
4 271980000.0 24674000.0 11.476 249140000000.0 271980000.0
5 267930000.0 3458100.0 2.3088 10763000000.0 267930000.0
6 270640000.0 1218000.0 1.1386 3235300000.0 270640000.0
7 236470000.0 20252000.0 10.833 153530000000.0 236470000.0
8 276510000.0 5405100.0 3.4967 22556000000.0 276510000.0
9 267850000.0 1335400.0 1.2613 3741300000.0 267850000.0
10 266490000.0 20436000.0 9.6998 158180000000.0 266490000.0
11 265370000.0 8892700.0 5.9945 75635000000.0 265370000.0
12 270330000.0 1605300.0 1.5022 4892500000.0 270330000.0
13 292130000.0 26621000.0 11.527 167620000000.0 292130000.0
14 272900000.0 8671100.0 5.6839 68168000000.0 272900000.0
15 271150000.0 1321700.0 1.2331 3364700000.0 271150000.0
16 254670000.0 19048000.0 9.4609 131790000000.0 254670000.0
17 276420000.0 4984600.0 3.2258 18076000000.0 276420000.0
18 270700000.0 1168500.0 1.092 2067500000.0 270700000.0
19 321810000.0 35553000.0 13.975 299670000000.0 321810000.0
20 274150000.0 3667900.0 2.3934 10443000000.0 274150000.0
21 268250000.0 1170700.0 1.1041 2384300000.0 268250000.0
22 246540000.0 26664000.0 13.68 276590000000.0 246540000.0
23 263950000.0 4438900.0 3.0084 17127000000.0 263950000.0
24 269970000.0 1132800.0 1.0615 2224700000.0 269970000.0
25 261870000.0 29621000.0 14.308 315850000000.0 261870000.0
26 269620000.0 4765500.0 3.1617 18457000000.0 269620000.0
27 269730000.0 1194200.0 1.1201 2189100000.0 269730000.0
28 298090000.0 40575000.0 17.218 375530000000.0 298090000.0
29 274770000.0 4611200.0 3.0021 15318000000.0 274770000.0
30 267610000.0 1234900.0 1.1674 2696000000.0 267610000.0
31 270440000.0 5020000.0 3.3205 19981000000.0 270440000.0
32 268370000.0 2024200.0 1.9081 7678600000.0 268370000.0
33 268760000.0 651290.0 0.867 1682000000.0 268760000.0
34 271280000.0 5434400.0 3.5835 24404000000.0 271280000.0
35 275200000.0 2151000.0 1.9774 8815600000.0 275200000.0
36 269780000.0 635870.0 0.84327 1770200000.0 269780000.0
37 257890000.0 26414000.0 12.956 269030000000.0 257890000.0
38 269850000.0 5064300.0 3.3572 21175000000.0 269850000.0
39 268830000.0 1418400.0 1.3348 3523500000.0 268830000.0
40 287200000.0 32350000.0 14.248 298440000000.0 287200000.0
41 262770000.0 4557200.0 3.1024 18562000000.0 262770000.0
42 267680000.0 1424700.0 1.3465 3934900000.0 267680000.0
43 259270000.0 28773000.0 14.037 285160000000.0 259270000.0
44 277520000.0 5172300.0 3.334 19267000000.0 277520000.0
45 268710000.0 1184800.0 1.1154 2014500000.0 268710000.0
46 247510000.0 30994000.0 15.84 321610000000.0 247510000.0
47 265480000.0 4056900.0 2.7337 13679000000.0 265480000.0
48 269110000.0 1117600.0 1.0507 2100300000.0 269110000.0
49 335400000.0 41280000.0 15.568 316740000000.0 335400000.0
50 268490000.0 4945200.0 3.2948 19860000000.0 268490000.0
51 270160000.0 1276700.0 1.1955 3143800000.0 270160000.0
52 243020000.0 19535000.0 10.168 161390000000.0 243020000.0
53 274950000.0 4435800.0 2.8859 16246000000.0 274950000.0
54 269660000.0 1198900.0 1.1248 3639100000.0 269660000.0
55 266940000.0 5195700.0 3.4817 25153000000.0 266940000.0
56 268700000.0 2161900.0 2.0354 8947500000.0 268700000.0
57 271140000.0 685540.0 0.90457 1872600000.0 271140000.0
58 326420000.0 44032000.0 17.063 278270000000.0 326420000.0
59 264690000.0 4047000.0 2.735 15684000000.0 264690000.0
60 269480000.0 1256000.0 1.1791 2712200000.0 269480000.0
61 297340000.0 30508000.0 12.978 273590000000.0 297340000.0
62 275940000.0 4348400.0 2.8189 15342000000.0 275940000.0
63 270900000.0 1123100.0 1.0488 2577700000.0 270900000.0
64 262500000.0 25211000.0 12.148 265260000000.0 262500000.0
65 271330000.0 4034700.0 2.6601 13988000000.0 271330000.0
66 272050000.0 1567100.0 1.4572 4951700000.0 272050000.0
67 283160000.0 26817000.0 11.98 256840000000.0 283160000.0
68 276830000.0 4874100.0 3.1496 18688000000.0 276830000.0
69 269020000.0 1163700.0 1.0944 2165100000.0 269020000.0
70 263590000.0 26247000.0 12.596 236080000000.0 263590000.0
71 271500000.0 3234000.0 2.1308 7612900000.0 271500000.0
72 269150000.0 1037600.0 0.9753 2307300000.0 269150000.0
73 277500000.0 27809000.0 12.676 248960000000.0 277500000.0
74 271850000.0 4747100.0 3.1238 17139000000.0 271850000.0
75 271000000.0 1163000.0 1.0856 2267300000.0 271000000.0
76 290340000.0 28436000.0 12.388 254540000000.0 290340000.0
77 273300000.0 3338700.0 2.1853 9158800000.0 273300000.0
78 271450000.0 1174300.0 1.0944 2944300000.0 271450000.0
